519	578	Directed	1223			1.0
520	545	Directed	1224			1.0
520	570	Directed	1225			1.0
521	528	Directed	1226			1.0
521	562	Directed	1227			1.0
521	572	Directed	1228			1.0
522	541	Directed	1229			1.0
522	566	Directed	1230			1.0
523	538	Directed	1231			1.0
523	541	Directed	1232			1.0
523	564	Directed	1233			1.0
523	566	Directed	1234			1.0
524	539	Directed	1235			1.0
524	561	Directed	1236			1.0
524	570	Directed	1237			1.0
525	545	Directed	1238			1.0
525	546	Directed	1239			1.0
527	551	Directed	1240			1.0
527	552	Directed	1241			1.0
527	577	Directed	1242			1.0
527	579	Directed	1243			1.0
528	530	Directed	1244			1.0
528	534	Directed	1245			1.0
528	539	Directed	1246			1.0
528	564	Directed	1247			1.0
528	568	Directed	1248			1.0
528	571	Directed	1249			1.0
529	533	Directed	1250			1.0
529	539	Directed	1251			1.0
529	541	Directed	1252			1.0
530	533	Directed	1253			1.0
530	545	Directed	1254			1.0
530	571	Directed	1255			1.0
531	568	Directed	1256			1.0
531	571	Directed	1257			1.0
531	572	Directed	1258			1.0
532	561	Directed	1259			1.0
532	571	Directed	1260			1.0
532	574	Directed	1261			1.0
533	536	Directed	1262			1.0
533	554	Directed	1263			1.0
533	567	Directed	1264			1.0
535	545	Directed	1265			1.0
535	550	Directed	1266			1.0
536	537	Directed	1267			1.0
536	548	Directed	1268			1.0
536	568	Directed	1269			1.0
537	565	Directed	1270			1.0
537	577	Directed	1271			1.0
538	561	Directed	1272			1.0
539	546	Directed	1273			1.0
540	563	Directed	1274			1.0
541	573	Directed	1275			1.0
542	550	Directed	1276			1.0
542	564	Directed	1277			1.0
543	549	Directed	1278			1.0
543	563	Directed	1279			1.0
544	555	Directed	1280			1.0
544	562	Directed	1281			1.0
545	558	Directed	1282			1.0
545	561	Directed	1283			1.0
546	558	Directed	1284			1.0
547	561	Directed	1285			1.0
547	562	Directed	1286			1.0
547	567	Directed	1287			1.0
548	554	Directed	1288			1.0
548	556	Directed	1289			1.0
548	562	Directed	1290			1.0
549	564	Directed	1291			1.0
549	567	Directed	1292			1.0
549	571	Directed	1293			1.0
550	551	Directed	1294			1.0
551	559	Directed	1295			1.0
551	572	Directed	1296			1.0
552	568	Directed	1297			1.0
553	566	Directed	1298			1.0
553	569	Directed	1299			1.0
553	574	Directed	1300			1.0
555	557	Directed	1301			1.0
555	570	Directed	1302			1.0
555	576	Directed	1303			1.0
556	572	Directed	1304			1.0
557	566	Directed	1305			1.0
558	576	Directed	1306			1.0
559	575	Directed	1307			1.0
560	575	Directed	1308			1.0
561	567	Directed	1309			1.0
562	563	Directed	1310			1.0
568	575	Directed	1311			1.0
569	575	Directed	1312			1.0
